,CVE_ENT,CVE_MUN,NOM_MUN,IDMUN,Y,IDH,IRS,c_i,Pob2010,Mun_cov
1425,20,334,Villa de Tututepec,20_334,NA,0.608,0.47117,28511.53202,43913,Villa de Tututepec de Melchor Ocampo
1426,20,64,Nejapa de Madero,20_64,NA,0.619,0.63598,4798.12861,7390,Nejapa de Madero
1427,20,390,Santa Luc√≠a del Camino,20_390,NA,0.821,-1.1537,30746.97949,47356,Santa LucÌa del Camino
1428,20,327,San Pedro Tapanatepec,20_327,NA,0.645,-0.00684,9084.629974,13992,San Pedro Tapanatepec
1429,20,470,Santiago Lachiguiri,20_470,NA,0.563,1.19039,3047.038913,4693,Santiago Lachiguiri
1430,20,39,Heroica Ciudad de Huajuapan de Le√≥n,20_39,NA,0.731,-0.74464,45344.58782,69839,Heroica Ciudad de Huajuapan de LeÛn
1431,20,36,Guevea de Humboldt,20_36,NA,0.567,0.63042,3431.40862,5285,Guevea de Humboldt
1432,20,211,San Juan Ozolotepec,20_211,NA,0.519,1.39851,2056.897352,3168,San Juan Ozolotepec
1433,20,183,San Juan Bautista Tlachichilco,20_183,NA,0.551,0.94829,939.4982541,1447,San Juan Bautista Tlachichilco
1434,20,6,Asunci√≥n Nochixtl√°n,20_6,NA,0.724,-0.01674,11570.04761,17820,AsunciÛn Nochixtl·n
1435,20,20,Constancia del Rosario,20_20,NA,0.58,1.09489,2506.194375,3860,Constancia del Rosario
1436,20,350,San Sebasti√°n Tutla,20_350,NA,0.852,-1.67927,10544.8453,16241,San Sebasti·n Tutla
1437,20,453,Santiago Astata,20_453,NA,0.654,-0.13967,2541.904399,3915,Santiago Astata
1438,20,460,Santiago Cho√°pam,20_460,NA,0.564,1.53455,3514.515584,5413,Santiago Cho·pam
1439,20,73,Putla Villa de Guerrero,20_73,NA,0.676,0.19122,20709.8658,31897,Putla Villa de Guerrero
1440,20,515,Santo Domingo Tehuantepec,20_515,NA,0.723,-0.47405,40171.8286,61872,Santo Domingo Tehuantepec
1441,21,126,San Jer√≥nimo Tecuanipan,21_126,NA,0.601,0.43029,4457.256233,5826,San JerÛnimo Tecuanipan
1442,21,154,Tecamachalco,21_154,NA,0.679,-0.29201,54756.31409,71571,Tecamachalco
1443,21,189,Tochtepec,21_189,NA,0.656,-0.02499,15072.50344,19701,Tochtepec
1444,21,35,Coxcatl√°n,21_35,NA,0.673,0.07895,15025.06954,19639,Coxcatl·n
1445,21,191,Tulcingo,21_191,NA,0.557,0.08101,7073.006158,9245,Tulcingo
1446,21,117,Rafael Lara Grajales,21_117,NA,0.649,-0.68744,10750.66333,14052,Rafael Lara Grajales
1447,21,102,Nealtican,21_102,NA,0.603,0.04319,9189.170034,12011,Nealtican
1448,21,173,Teteles de Avila Castillo,21_173,NA,0.765,-0.82797,4352.442621,5689,Teteles de Avila Castillo
1449,21,120,San Antonio Ca√±ada,21_120,NA,0.506,1.29503,3909.471224,5110,San Antonio CaÒada
1450,21,119,San Andr√©s Cholula,21_119,NA,0.74,-0.93598,76842.14878,100439,San AndrÈs Cholula
1451,21,137,San Nicol√°s Buenos Aires,21_137,NA,0.583,0.35984,7027.102386,9185,San Nicol·s Buenos Aires
1452,21,109,Pahuatl√°n,21_109,NA,0.582,0.82081,15774.06609,20618,Pahuatl·n
1453,21,207,Zacapoaxtla,21_207,NA,0.636,0.4031,40774.02522,53295,Zacapoaxtla
1454,21,62,Epatl√°n,21_62,NA,0.633,-0.42496,3514.698787,4594,Epatl·n
1455,21,185,Tlapanal√°,21_185,NA,0.596,0.09593,6429.588291,8404,Tlapanal·
1456,21,82,Ixcaquixtla,21_82,1,0.707,-0.39271,6191.653741,8093,Ixcaquixtla
1457,21,83,Ixtacamaxtitl√°n,21_83,NA,0.591,0.81937,19375.98204,25326,Ixtacamaxtitl·n
1458,21,132,San Mart√≠n Texmelucan,21_132,1,0.711,-0.86142,107959.5506,141112,San MartÌn Texmelucan
1459,21,215,Zongozotla,21_215,NA,0.623,0.56478,3518.524102,4599,Zongozotla
1460,21,26,Calpan,21_26,NA,0.585,0.2546,10504.31309,13730,Calpan
1461,21,205,Yehualtepec,21_205,NA,0.615,0.1785,17578.08431,22976,Yehualtepec
1462,21,200,Xochiapulco,21_200,NA,0.603,1.03294,2992.160853,3911,Xochiapulco
1463,21,176,Tilapa,21_176,NA,0.674,-0.44438,6427.293103,8401,Tilapa
1464,21,60,Domingo Arenas,21_60,NA,0.51,0.6044,5314.126638,6946,Domingo Arenas
1465,21,118,Los Reyes de Ju√°rez,21_118,1,0.582,0.24583,19549.65131,25553,Los Reyes de Ju·rez
1466,21,167,Tepetzintla,21_167,NA,0.5,1.45455,7834.243705,10240,Tepetzintla
1467,21,203,Xochitl√°n Todos Santos,21_203,NA,0.62,0.51125,4627.865251,6049,Xochitl·n Todos Santos
1468,21,17,Atempan,21_17,NA,0.595,0.70377,19421.88581,25386,Atempan
1469,21,54,Chignautla,21_54,NA,0.577,0.43591,23146.21182,30254,Chignautla
1470,21,177,Tlacotepec de Benito Ju√°rez,21_177,1,0.597,0.58352,36928.05422,48268,Tlacotepec de Benito Ju·rez
1471,21,163,Tepatlaxco de Hidalgo,21_163,NA,0.606,0.20659,12451.39808,16275,Tepatlaxco de Hidalgo
1472,21,48,Chiautzingo,21_48,NA,0.654,-0.2537,14354.10941,18762,Chiautzingo
1473,21,124,San Gabriel Chilac,21_124,NA,0.64,0.5928,11058.21861,14454,San Gabriel Chilac
1474,21,79,Huitziltepec,21_79,NA,0.663,-0.2727,4059.423545,5306,Huitziltepec
1475,21,1,Acajete,21_1,5,0.624,0.18731,46173.8389,60353,Acajete
1476,21,65,General Felipe √Ångeles,21_65,NA,0.579,0.41279,14566.79689,19040,General Felipe ¡ngeles
1477,21,139,San Pablo Anicano,21_139,NA,0.635,-0.19926,2719.033411,3554,San Pablo Anicano
1478,21,68,Hermenegildo Galeana,21_68,NA,0.538,1.07512,5904.755168,7718,Hermenegildo Galeana
1479,21,6,Ahuacatl√°n,21_6,NA,0.53,1.16879,11287.73746,14754,Ahuacatl·n
1480,21,140,San Pedro Cholula,21_140,NA,0.76,-0.81033,92158.70728,120459,San Pedro Cholula
1481,21,108,Oriental,21_108,NA,0.621,-0.28544,12680.91694,16575,Oriental
1482,21,161,Tepanco de L√≥pez,21_161,2,0.658,0.10941,14537.7245,19002,Tepanco de LÛpez
1483,21,8,Ahuazotepec,21_8,NA,0.663,-0.2908,8000.262346,10457,Ahuazotepec
1484,21,75,Hueyapan,21_75,NA,0.629,0.9321,9079.766045,11868,Hueyapan
1485,21,142,San Salvador el Seco,21_142,2,0.621,0.37797,21132.56637,27622,San Salvador el Seco
1486,21,131,San Juan Atzompa,21_131,NA,0.595,-0.05292,667.1348155,872,San Juan Atzompa
1487,21,88,Jonotla,21_88,NA,0.595,0.58964,3517.759039,4598,Jonotla
1488,21,204,Yaon√°huac,21_204,NA,0.689,0.15575,5748.682344,7514,Yaon·huac
1489,21,194,Venustiano Carranza,21_194,NA,0.648,-0.03008,21337.60322,27890,Venustiano Carranza
1490,21,22,Atzitzihuac√°n,21_22,NA,0.554,0.48658,8938.994478,11684,Atzitzihuac·n
1491,21,197,Xicotepec,21_197,2,0.648,-0.0394,57839.51742,75601,Xicotepec
1492,21,31,Coatzingo,21_31,1,0.552,0.10608,2267.646323,2964,Coatzingo
1493,21,70,Huatlatlauca,21_70,NA,0.564,0.83764,5082.312591,6643,Huatlatlauca
1494,21,180,Tlahuapan,21_180,NA,0.611,-0.18433,27938.56559,36518,Tlahuapan
1495,21,66,Guadalupe,21_66,NA,0.549,-0.07853,4801.534521,6276,Guadalupe
1496,21,111,Pantepec,21_111,NA,0.622,0.8171,14103.93386,18435,Pantepec
1497,21,201,Xochiltepec,21_201,NA,0.589,-0.15927,2438.255341,3187,Xochiltepec
1498,21,87,Jolalpan,21_87,NA,0.55,0.61724,9687.225957,12662,Jolalpan
1499,21,105,Ocotepec,21_105,NA,0.584,0.16935,3691.428308,4825,Ocotepec
1500,21,125,San Gregorio Atzompa,21_125,NA,0.718,-0.72341,6250.563581,8170,San Gregorio Atzompa
1501,21,115,Quecholac,21_115,NA,0.562,0.57512,36172.93717,47281,Quecholac
1502,21,74,Huejotzingo,21_74,2,0.7,-0.62208,48548.59403,63457,Huejotzingo
1503,21,46,Chapulco,21_46,NA,0.621,-0.01716,5349.31953,6992,Chapulco
1504,21,164,Tepeaca,21_164,NA,0.666,-0.23499,57156.31628,74708,Tepeaca
1505,21,24,Axutla,21_24,NA,0.562,-0.19407,724.5145302,947,Axutla
1506,21,89,Jopala,21_89,NA,0.551,0.96383,9943.522016,12997,Jopala
1507,21,210,Zapotitl√°n de M√©ndez,21_210,NA,0.621,0.40263,4290.472529,5608,Zapotitl·n de MÈndez
1508,21,36,Coyomeapan,21_36,NA,0.496,1.97188,10867.71795,14205,Coyomeapan
1509,21,112,Petlalcingo,21_112,NA,0.621,0.37973,7177.81977,9382,Petlalcingo
1510,21,153,Tecali de Herrera,21_153,1,0.674,-0.22795,15505.52902,20267,Tecali de Herrera
1511,21,150,Huehuetl√°n el Grande,21_150,NA,0.539,0.85705,5401.343805,7060,Huehuetl·n el Grande
1512,21,93,Lafragua,21_93,NA,0.529,0.55222,5942.243248,7767,Lafragua
1513,21,44,Cuyoaco,21_44,NA,0.594,-0.0786,11756.721,15367,Cuyoaco
1514,21,202,Xochitl√°n de Vicente Su√°rez,21_202,NA,0.562,1.2284,9371.254995,12249,Xochitl·n de Vicente Su·rez
1515,21,209,Zapotitl√°n,21_209,NA,0.663,0.47352,6288.816725,8220,Zapotitl·n
1516,21,181,Tlaltenango,21_181,NA,0.664,-0.3829,4796.179081,6269,Tlaltenango
1517,21,40,Cuautinch√°n,21_40,NA,0.576,0.46446,7297.169576,9538,Cuautinch·n
1518,21,32,Cohetzala,21_32,NA,0.597,-0.29695,981.5756518,1283,Cohetzala
1519,21,157,Tehuitzingo,21_157,NA,0.639,0.27347,8666.632099,11328,Tehuitzingo
1520,21,97,Mixtla,21_97,NA,0.714,-0.65453,1695.379302,2216,Mixtla
1521,21,208,Zacatl√°n,21_208,3,0.67,-0.11279,58371.23611,76296,Zacatl·n
1522,21,16,Aquixtla,21_16,NA,0.584,0.41859,6004.21334,7848,Aquixtla
1523,21,113,Piaxtla,21_113,NA,0.601,-0.15014,3507.813222,4585,Piaxtla
1524,21,195,Vicente Guerrero,21_195,NA,0.508,1.81674,18527.52733,24217,Vicente Guerrero
1525,21,127,San Jer√≥nimo Xayacatl√°n,21_127,NA,0.62,0.47175,2889.642429,3777,San JerÛnimo Xayacatl·n
1526,21,19,Atlixco,21_19,1,0.714,-0.56807,97210.41735,127062,Atlixco
1527,21,190,Totoltepec de Guerrero,21_190,NA,0.663,0.13736,883.6476055,1155,Totoltepec de Guerrero
1528,21,4,Acatzingo,21_4,NA,0.629,0.16247,39842.94372,52078,Acatzingo
1529,21,64,Francisco Z. Mena,21_64,NA,0.635,0.49577,12447.57276,16270,Francisco Z. Mena
1530,21,71,Huauchinango,21_71,NA,0.688,-0.17362,74787.18994,97753,Huauchinango
1531,21,50,Chichiquila,21_50,NA,0.452,1.41338,18474.73799,24148,Chichiquila
1532,21,198,Xicotl√°n,21_198,NA,0.591,0.11471,949.4430116,1241,Xicotl·n
1533,21,43,Cuetzalan del Progreso,21_43,NA,0.603,1.07024,36289.22673,47433,Cuetzalan del Progreso
1534,21,183,Tlaola,21_183,1,0.551,1.19374,15168.1363,19826,Tlaola
1535,21,15,Amozoc,21_15,NA,0.693,-0.54248,77243.80679,100964,Amozoc
1536,21,81,Ixcamilpa de Guerrero,21_81,NA,0.568,0.1552,2826.907275,3695,Ixcamilpa de Guerrero
1537,21,155,Tecomatl√°n,21_155,NA,0.636,-0.22567,4146.640711,5420,Tecomatl·n
1538,21,196,Xayacatl√°n de Bravo,21_196,NA,0.681,0.22721,1261.588659,1649,Xayacatl·n de Bravo
1539,21,199,Xiutetelco,21_199,1,0.549,0.52755,29003.53309,37910,Xiutetelco
1540,21,141,San Pedro Yeloixtlahuaca,21_141,NA,0.645,-0.31804,2597.388416,3395,San Pedro Yeloixtlahuaca
1541,21,107,Olintla,21_107,NA,0.54,1.70277,8906.096775,11641,Olintla
1542,21,138,San Nicol√°s de los Ranchos,21_138,NA,0.627,0.23777,8245.082462,10777,San Nicol·s de los Ranchos
1543,21,86,Jalpan,21_86,NA,0.607,0.65105,9599.243728,12547,Jalpan
1544,21,67,Guadalupe Victoria,21_67,NA,0.601,-0.00379,12662.55543,16551,Guadalupe Victoria
1545,21,23,Atzitzintla,21_23,NA,0.493,1.01957,6432.648543,8408,Atzitzintla
1546,21,165,Tepemaxalco,21_165,NA,0.503,0.7251,872.9367254,1141,Tepemaxalco
1547,21,172,Tetela de Ocampo,21_172,NA,0.608,0.6657,19733.2664,25793,Tetela de Ocampo
1548,21,53,Chignahuapan,21_53,NA,0.628,-0.02112,44304.02527,57909,Chignahuapan
1549,21,169,Tepexi de Rodr√≠guez,21_169,NA,0.624,0.40983,15666.95729,20478,Tepexi de RodrÌguez
1550,21,168,Tepexco,21_168,NA,0.589,0.72228,5034.113631,6580,Tepexco
1551,21,99,Ca√±ada Morelos,21_99,NA,0.531,0.55864,14501.00148,18954,CaÒada Morelos
1552,21,188,Tochimilco,21_188,1,0.583,0.80005,13027.49041,17028,Tochimilco
1553,21,129,San Jos√© Miahuatl√°n,21_129,NA,0.561,0.21794,9715.533283,12699,San JosÈ Miahuatl·n
1554,21,106,Ocoyucan,21_106,NA,0.591,0.69751,19677.41681,25720,Ocoyucan
1555,21,47,Chiautla,21_47,NA,0.664,-0.35411,14564.5017,19037,Chiautla
1556,21,94,Libres,21_94,NA,0.628,-0.28695,24123.96216,31532,Libres
1557,21,213,Zihuateutla,21_213,NA,0.569,0.86944,9586.237659,12530,Zihuateutla
1558,21,7,Ahuatl√°n,21_7,NA,0.545,0.63277,2603.508919,3403,Ahuatl·n
1559,21,121,San Diego la Mesa Tochimiltzingo,21_121,NA,0.54,0.79754,866.0511596,1132,San Diego la Mesa Tochimiltzingo
1560,21,58,Chilchotla,21_58,NA,0.479,1.08599,14732.81553,19257,Chilchotla
1561,21,216,Zoquiapan,21_216,NA,0.567,0.79932,2019.000892,2639,Zoquiapan
1562,21,110,Palmar de Bravo,21_110,NA,0.554,0.51781,32811.25096,42887,Palmar de Bravo
1563,21,149,Santiago Miahuatl√°n,21_149,3,0.664,0.28414,16826.02752,21993,Santiago Miahuatl·n
1564,21,85,Iz√∫car de Matamoros,21_85,1,0.684,-0.64429,55695.81128,72799,Iz˙car de Matamoros
1565,21,186,Tlatlauquitepec,21_186,NA,0.671,0.08511,39396.91207,51495,Tlatlauquitepec
1566,21,192,Tuzamapan de Galeana,21_192,NA,0.644,0.30958,4577.371103,5983,Tuzamapan de Galeana
1567,21,100,Naupan,21_100,1,0.512,0.91958,7426.4652,9707,Naupan
1568,21,5,Acteopan,21_5,NA,0.515,1.57255,2204.146105,2881,Acteopan
1569,21,45,Chalchicomula de Sesma,21_45,1,0.625,-0.18727,33572.4885,43882,Chalchicomula de Sesma
1570,21,56,Chila de la Sal,21_56,NA,0.567,-0.20534,946.3827601,1237,Chila de la Sal
1571,21,206,Zacapala,21_206,NA,0.589,0.44811,3231.625529,4224,Zacapala
1572,21,214,Zinacatepec,21_214,NA,0.618,-0.02923,12003.8363,15690,Zinacatepec
1573,21,211,Zaragoza,21_211,NA,0.76,-0.68689,11815.63084,15444,Zaragoza
1574,21,184,Tlapacoya,21_184,NA,0.512,0.82447,4900.992693,6406,Tlapacoya
1575,21,27,Caltepec,21_27,NA,0.583,0.60157,3195.667574,4177,Caltepec
1576,21,166,Tepeojuma,21_166,NA,0.612,-0.01597,6163.346415,8056,Tepeojuma
1577,21,159,Teopantl√°n,21_159,NA,0.424,0.96514,3078.612956,4024,Teopantl·n
1578,21,193,Tzicatlacoyan,21_193,NA,0.511,0.87328,4775.522384,6242,Tzicatlacoyan
1579,21,114,Puebla,21_114,11,0.793,-1.27995,1178058.331,1539819,Puebla
1580,21,90,Juan C. Bonilla,21_90,NA,0.688,-0.15382,14184.26546,18540,Juan C. Bonilla
1581,21,34,Coronango,21_34,NA,0.667,0.05234,26468.11477,34596,Coronango
1582,21,12,Aljojuca,21_12,NA,0.601,0.03878,4810.715275,6288,Aljojuca
1583,21,135,San Miguel Ixitl√°n,21_135,NA,0.587,0.44956,448.3268371,586,San Miguel Ixitl·n
1584,21,160,Teotlalco,21_160,NA,0.62,-0.21339,2387.761192,3121,Teotlalco
1585,21,152,Soltepec,21_152,NA,0.604,0.21457,8955.825861,11706,Soltepec
1586,21,25,Ayotoxco de Guerrero,21_25,NA,0.647,0.26712,6237.557513,8153,Ayotoxco de Guerrero
1587,21,122,San Felipe Teotlalcingo,21_122,NA,0.659,-0.28395,7211.482536,9426,San Felipe Teotlalcingo
1588,21,29,Caxhuacan,21_29,NA,0.606,0.49166,2900.353309,3791,Caxhuacan
1589,21,179,Tlachichuca,21_179,NA,0.589,0.21027,21856.31584,28568,Tlachichuca
1590,21,144,San Salvador Huixcolotla,21_144,NA,0.644,0.24483,10359.71621,13541,San Salvador Huixcolotla
1591,21,178,Tlacuilotepec,21_178,NA,0.551,1.09103,13094.05088,17115,Tlacuilotepec
1592,21,143,San Salvador el Verde,21_143,NA,0.666,-0.55707,21742.32147,28419,San Salvador el Verde
1593,21,76,Hueytamalco,21_76,1,0.573,0.62749,20418.76272,26689,Hueytamalco
1594,21,128,San Jos√© Chiapa,21_128,NA,0.578,0.05341,6187.063364,8087,San JosÈ Chiapa
1595,21,21,Atzala,21_21,NA,0.671,-0.62267,939.4971944,1228,Atzala
1596,21,28,Camocuautla,21_28,NA,0.532,1.3098,1894.295646,2476,Camocuautla
1597,21,92,Juan N. M√©ndez,21_92,NA,0.56,0.61405,3995.923328,5223,Juan N. MÈndez
1598,21,151,Santo Tom√°s Hueyotlipan,21_151,NA,0.652,-0.27837,6132.743901,8016,Santo Tom·s Hueyotlipan
1599,21,212,Zautla,21_212,NA,0.583,1.1834,14871.29191,19438,Zautla
1600,21,95,La Magdalena Tlatlauquitepec,21_95,NA,0.649,-0.01268,370.2904251,484,La Magdalena Tlatlauquitepec
1601,21,2,Acateno,21_2,NA,0.631,0.44654,6821.300476,8916,Acateno
1602,21,10,Ajalpan,21_10,NA,0.567,1.29684,46378.87575,60621,Ajalpan
1603,21,18,Atexcal,21_18,NA,0.613,0.50383,2856.744726,3734,Atexcal
1604,21,147,Santa In√©s Ahuatempan,21_147,NA,0.57,0.65789,4547.533651,5944,Santa InÈs Ahuatempan
1605,21,217,Zoquitl√°n,21_217,NA,0.509,2.31484,15705.97549,20529,Zoquitl·n
1606,21,170,Tepeyahualco,21_170,NA,0.555,0.26778,12539.38031,16390,Tepeyahualco
1607,21,171,Tepeyahualco de Cuauht√©moc,21_171,NA,0.695,-0.59216,2574.43653,3365,Tepeyahualco de CuauhtÈmoc
1608,21,136,San Miguel Xoxtla,21_136,NA,0.738,-1.1553,8873.199072,11598,San Miguel Xoxtla
1609,21,98,Molcaxac,21_98,NA,0.629,0.60378,4757.160875,6218,Molcaxac
1610,21,91,Juan Galindo,21_91,NA,0.697,-0.75384,7813.587008,10213,Juan Galindo
1611,21,69,Huaquechula,21_69,NA,0.592,0.28295,19411.93999,25373,Huaquechula
1612,21,158,Tenampulco,21_158,NA,0.634,0.83365,5181.005701,6772,Tenampulco
1613,21,174,Teziutl√°n,21_174,NA,0.718,-0.73581,70573.98876,92246,Teziutl·n
1614,21,38,Cuapiaxtla de Madero,21_38,NA,0.634,0.46749,6662.932464,8709,Cuapiaxtla de Madero
1615,21,78,Huitzilan de Serd√°n,21_78,NA,0.529,1.75227,10697.10893,13982,Huitzilan de Serd·n
1616,21,73,Huehuetl√°n el Chico,21_73,NA,0.631,-0.15348,6639.980578,8679,Huehuetl·n el Chico
1617,21,84,Ixtepec,21_84,NA,0.522,1.47663,5210.843152,6811,Ixtepec
1618,21,55,Chila,21_55,NA,0.633,0.33142,3595.030388,4699,Chila
1619,21,96,Mazapiltepec de Ju√°rez,21_96,NA,0.557,-0.0925,2014.410515,2633,Mazapiltepec de Ju·rez
1620,21,63,Esperanza,21_63,NA,0.621,-0.10654,10546.39155,13785,Esperanza
1621,21,130,San Juan Atenco,21_130,NA,0.6,-0.11885,2613.454736,3416,San Juan Atenco
1622,21,49,Chiconcuautla,21_49,NA,0.476,1.54571,12062.74614,15767,Chiconcuautla
1623,21,72,Huehuetla,21_72,NA,0.56,1.64954,12003.07124,15689,Huehuetla
1624,21,146,Santa Catarina Tlaltempan,21_146,NA,0.566,0.71165,668.6649413,874,Santa Catarina Tlaltempan
1625,21,52,Chigmecatitl√°n,21_52,NA,0.601,0.52971,938.7321315,1227,Chigmecatitl·n
1626,21,187,Tlaxco,21_187,NA,0.569,1.06065,4142.815397,5415,Tlaxco
1627,21,57,Honey,21_57,NA,0.549,0.83234,5709.664138,7463,Honey
1628,21,175,Tianguismanalco,21_175,NA,0.617,0.32688,7502.971486,9807,Tianguismanalco
1629,21,104,Nopalucan,21_104,NA,0.609,-0.05574,20880.09563,27292,Nopalucan
1630,21,103,Nicol√°s Bravo,21_103,NA,0.607,0.55374,4597.262737,6009,Nicol·s Bravo
1631,21,123,San Felipe Tepatl√°n,21_123,NA,0.523,1.62182,3152.058991,4120,San Felipe Tepatl·n
1632,21,134,San Mat√≠as Tlalancaleca,21_134,NA,0.642,-0.47648,14773.36386,19310,San MatÌas Tlalancaleca
1633,21,39,Cuautempan,21_39,NA,0.578,1.12465,7047.759083,9212,Cuautempan
1634,21,14,Amixtl√°n,21_14,NA,0.503,1.28053,3828.374561,5004,Amixtl·n
1635,21,77,Hueytlalpan,21_77,NA,0.519,1.79082,4386.87045,5734,Hueytlalpan
1636,21,162,Tepango de Rodr√≠guez,21_162,NA,0.52,1.25042,3246.926786,4244,Tepango de RodrÌguez
1637,21,59,Chinantla,21_59,NA,0.642,-0.29415,1888.175143,2468,Chinantla
1638,21,41,Cuautlancingo,21_41,NA,0.75,-1.14549,60557.02071,79153,Cuautlancingo
1639,21,51,Chietla,21_51,NA,0.669,-0.5026,25962.40822,33935,Chietla
1640,21,133,San Mart√≠n Totoltepec,21_133,NA,0.623,-0.64751,498.0559231,651,San MartÌn Totoltepec
1641,21,101,Nauzontla,21_101,2,0.581,0.4305,2752.696177,3598,Nauzontla
1642,21,80,Atlequizayan,21_80,NA,0.566,1.04323,2167.423088,2833,Atlequizayan
1643,21,9,Ahuehuetitla,21_9,NA,0.638,-0.07075,1536.246227,2008,Ahuehuetitla
1644,21,37,Coyotepec,21_37,NA,0.627,0.00575,1789.482034,2339,Coyotepec
1645,21,20,Atoyatempan,21_20,NA,0.652,0.20743,4916.29395,6426,Atoyatempan
1646,21,182,Tlanepantla,21_182,NA,0.652,0.03956,3697.548811,4833,Tlanepantla
1647,21,30,Coatepec,21_30,NA,0.562,0.95932,579.9176493,758,Coatepec
1648,21,42,Cuayuca de Andrade,21_42,NA,0.558,0.73743,2342.622483,3062,Cuayuca de Andrade
1649,21,3,Acatl√°n,21_3,NA,0.673,-0.45564,25908.85382,33865,Acatl·n
1650,21,156,Tehuac√°n,21_156,2,0.72,-0.62513,210320.3711,274906,Tehuac·n
1651,21,33,Cohuecan,21_33,NA,0.6,0.32312,3643.994411,4763,Cohuecan
1652,21,11,Albino Zertuche,21_11,NA,0.535,0.01257,1354.161265,1770,Albino Zertuche
1653,21,13,Altepexi,21_13,NA,0.623,0.24712,14474.98935,18920,Altepexi
1654,21,61,Eloxochitl√°n,21_61,NA,0.502,1.95942,9620.665488,12575,Eloxochitl·n
1655,21,148,Santa Isabel Cholula,21_148,NA,0.603,0.42068,6151.105409,8040,Santa Isabel Cholula
1656,21,116,Quimixtl√°n,21_116,NA,0.471,1.2044,16276.71239,21275,Quimixtl·n
1657,21,145,San Sebasti√°n Tlacotepec,21_145,NA,0.542,1.56211,10354.36077,13534,San Sebasti·n Tlacotepec
1658,22,4,Cadereyta de Montes,22_4,3,0.643,0.08009,53180.03232,64183,Cadereyta de Montes
1659,22,15,San Joaqu√≠n,22_15,3,0.595,0.3466,7345.262554,8865,San JoaquÌn
1660,22,1,Amealco de Bonfil,22_1,1,0.612,0.52864,51534.49465,62197,Amealco de Bonfil
1661,22,16,San Juan del R√≠o,22_16,2,0.747,-1.16806,200264.2543,241699,San Juan del RÌo
1662,22,9,Jalpan de Serra,22_9,NA,0.693,-0.45104,21169.93325,25550,Jalpan de Serra
1663,22,10,Landa de Matamoros,22_10,NA,0.596,-0.00523,16512.54793,19929,Landa de Matamoros
1664,22,13,Pe√±amiller,22_13,NA,0.637,0.32191,15279.63754,18441,PeÒamiller
1665,22,6,Corregidora,22_6,1,0.868,-1.51331,118545.8262,143073,Corregidora
1666,22,2,Pinal de Amoles,22_2,3,0.583,0.68236,22448.41493,27093,Pinal de Amoles
1667,22,8,Huimilpan,22_8,2,0.614,-0.23528,29458.93568,35554,Huimilpan
1668,22,17,Tequisquiapan,22_17,2,0.721,-0.78036,52542.03433,63413,Tequisquiapan
1669,22,5,Col√≥n,22_5,1,0.636,-0.22066,48198.6766,58171,ColÛn
1670,22,11,El Marqu√©s,22_11,3,0.671,-0.7283,96493.46717,116458,El MarquÈs
1671,22,7,Ezequiel Montes,22_7,3,0.679,-0.48033,31587.52897,38123,Ezequiel Montes
1672,22,12,Pedro Escobedo,22_12,3,0.707,-0.72304,53000.23288,63966,Pedro Escobedo
1673,22,3,Arroyo Seco,22_3,NA,0.622,-0.35659,10696.82341,12910,Arroyo Seco
1674,22,14,Quer√©taro,22_14,17,0.799,-1.47522,664462.4763,801940,QuerÈtaro
1675,22,18,Tolim√°n,22_18,3,0.666,0.3012,21851.01682,26372,Tolim·n
1676,23,4,Oth√≥n P. Blanco,23_4,9,0.748,-1.119,215866.1311,244553,OthÛn P. Blanco
1677,23,8,Solidaridad,23_8,7,0.77,-1.1867,140622.4146,159310,Solidaridad
1678,23,3,Isla Mujeres,23_3,2,0.687,-0.74653,14302.33496,16203,Isla Mujeres
1679,23,2,Felipe Carrillo Puerto,23_2,5,0.667,-0.18957,66225.20416,75026,Felipe Carrillo Puerto
1680,23,10,Bacalar,23_10,NA,NA,NA,NA,NA,NA
1681,23,1,Cozumel,23_1,7,0.765,-1.39288,70205.28367,79535,Cozumel
1682,23,7,L√°zaro C√°rdenas,23_7,3,0.615,-0.20603,22361.35602,25333,L·zaro C·rdenas
1683,23,6,Jos√© Mar√≠a Morelos,23_6,1,0.63,-0.13093,31935.08466,36179,JosÈ MarÌa Morelos
1684,23,9,Tulum,23_9,NA,0.681,-0.65289,24947.65741,28263,Tulum
